0.9650, 0.9350, 0.9947, 0.9639
0.9275, 0.8600, 0.9942, 0.9223
0.9725, 0.9550, 0.9896, 0.9720
0.9375, 0.8800, 0.9944, 0.9337
0.9400, 0.8850, 0.9944, 0.9365

