0.9800, 0.9650, 0.9948, 0.9797
0.9700, 0.9550, 0.9845, 0.9695
0.9725, 0.9550, 0.9896, 0.9720
0.9800, 0.9750, 0.9848, 0.9799
0.9875, 0.9800, 0.9949, 0.9874

