0.9725, 0.9550, 0.9896, 0.9720
0.9725, 0.9500, 0.9948, 0.9719
0.9775, 0.9650, 0.9897, 0.9772
0.9625, 0.9400, 0.9843, 0.9616
0.9675, 0.9450, 0.9895, 0.9668

